0.39302717	 0.00202202
-0.17495692	 0.70493361
0.64993045	 0.45007103
0.09204960	 -0.08616746
0.72826241	 0.71293188
-0.83889218	 -0.05914546
-0.83663450	 -0.39073068
-0.13577558	 0.72221939
-0.51187542	 -0.09367360
-0.39658068	 -0.17432632
-0.80428271	 -0.56735349
-0.88434181	 0.74231041
0.21470314	 -0.39224086
0.20633984	 -0.48429047
0.40031729	 0.21255288
0.85901909	 -0.05144506
0.14801639	 0.88807957
0.61951102	 -0.02385514
-0.48350902	 -0.53573056
0.00443904	 0.93231124
-0.68084515	 0.73659395
0.35927328	 -0.62093576
-0.74263502	 0.83563890
0.57606779	 0.04197873
-0.49566802	 0.44229603
0.12820014	 0.30131512
0.81987771	 -0.44933150
-0.90228596	 -0.06884253
0.70691360	 0.55235154
0.60521484	 -0.55679058
0.67784240	 0.23763572
-0.31782345	 -0.59690900
0.70011491	 0.33954402
-0.47464723	 0.91561181
0.73347002	 0.41127983
-0.20484568	 0.53947996
-0.72766641	 0.35935767
0.13856671	 0.26164363
-0.57332215	 0.96855723
-0.54380815	 -0.57377207
-0.44660539	 0.25161447
-0.08599658	 0.56943791
-0.34632353	 0.26955282
-0.44228937	 -0.74420005
0.58023395	 -0.47767007
0.16047455	 0.68251575
-0.04203027	 0.41018216
-0.37291750	 -0.54874887
-0.77264725	 -0.12207102
0.72472854	 -0.66587917
-0.23360041	 -0.11248455
0.98010800	 -0.19848113
-0.32352460	 0.54480466
-0.00648521	 0.98709403
-0.60505762	 -0.56732798
0.61490987	 -0.72780254
-0.16424208	 0.76983281
-0.07293196	 -0.14275031
-0.24326547	 -0.91539756
-0.38215621	 -0.64012610
-0.09481901	 -0.87372651
0.05909629	 0.85383451
0.59281147	 -0.17735911
-0.39607947	 -0.18384431
0.94354752	 0.78890194
0.96868563	 -0.40381181
-0.67633950	 -0.56805389
0.79417553	 0.64098584
0.46076043	 -0.88425131
0.24941634	 0.26640752
-0.70395143	 -0.36122653
0.27097107	 0.42032282
-0.03647184	 -0.01313429
0.34677727	 -0.40921376
0.64417674	 -0.35276128
0.50890419	 -0.32144691
0.10143418	 -0.99778641
0.46379698	 0.79196194
0.96891009	 0.25272237
0.38942077	 0.50213871
-0.45005755	 -0.20609014
-0.38442083	 0.47706120
0.17261863	 0.51353304
-0.13817554	 -0.86031031
0.28757677	 0.50448704
0.22587993	 0.01339123
-0.56799490	 -0.11482541
0.47816375	 0.57862239
-0.02931845	 0.54753248
-0.46472446	 0.93695325
0.16653800	 -0.38701080
0.22957806	 0.77143163
0.71294095	 -0.94405027
-0.20943813	 -0.08222581
0.11514906	 -0.36980257
0.37362128	 0.59568250
0.95354041	 0.16367740
0.53124595	 0.64184115
-0.90091343	 0.67115960
-0.52330328	 0.13588407
0.64783183	 0.30242206
0.97845053	 0.53200013
-0.78613042	 0.24494108
0.10734335	 -0.45437921
-0.28886659	 0.56952827
-0.97487688	 -0.94314955
0.67427839	 0.89668996
0.48850532	 0.42793591
-0.88135463	 -0.32884934
0.82173643	 0.85215262
0.69907148	 0.49998446
-0.96341732	 0.47843498
0.99919480	 0.26456540
0.97902254	 0.37190876
-0.04107609	 -0.66077535
-0.47293221	 -0.63565222
0.50047084	 0.30993062
0.69168687	 0.79843594
-0.52474404	 -0.67979057
0.02896082	 -0.50152700
-0.66906167	 0.20059848
0.61158458	 -0.16401580
-0.08610763	 0.16321060
0.80557175	 -0.14223314
-0.97941508	 -0.18330923
0.72278669	 -0.65624144
-0.40930785	 -0.15671228
0.99251897	 -0.84839915
0.00366601	 0.37314319
0.34366239	 -0.40210401
-0.53581140	 0.07116568
0.22794486	 -0.68275027
0.39851330	 -0.76885789
0.83364714	 -0.57442964
-0.64068974	 0.55384472
0.10850768	 0.27663141
0.21197785	 0.68593926
0.62537864	 0.67845824
0.83721537	 0.68212425
-0.72884266	 -0.02578664
0.12199696	 -0.56159804
-0.71574973	 0.78954289
0.47351830	 0.18805619
0.39449746	 0.02170333
0.45770976	 -0.66239307
-0.70423130	 -0.77090075
0.60699427	 -0.98287861
0.66646952	 0.60825725
0.57434392	 0.44547262
-0.85536150	 -0.17431528
0.53848310	 0.29631224
0.29277038	 0.01206197
0.72980793	 -0.48558027
0.93570337	 -0.88007773
0.71602846	 -0.33778749
-0.05019826	 0.04201879
0.66099948	 0.64901306
-0.95773996	 -0.31548258
0.93293867	 0.88982650
0.59026164	 0.74518800
0.27337125	 0.28367110
0.51807890	 -0.57644149
-0.55232944	 0.30624942
-0.77463617	 0.24195279
0.01864623	 0.95798125
0.92504936	 -0.00817951
0.60235324	 -0.66917898
-0.26253572	 0.62691894
-0.53097546	 -0.55985761
0.24488781	 -0.15011925
-0.13311544	 -0.42349051
0.31765532	 0.94156940
0.51425717	 -0.49389884
-0.19643929	 -0.26853501
-0.75869913	 0.28718124
